OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,GEOID10,CT10,LABEL,Shape_STAr,Shape_STLe,GEOID_INT,GEO_id,GEO_id2,GEO_displa,TOTAL_POP,WHITE,BLACK,AMER_IND,ASIAN,PAC_ISLND,OTHER,TWO_MORE,MEANINCOME,LESS_HS,HS_GRAD,SOME_COLGE,BA_HIGHER,YEAR,AlcoholRel,Arson,Assault,Burglaries,FederalOff,FelonMisc,Fraud,Gambling,GrandTheft,Homicide,MentallyIl,Narcotics,Robberies,SexOffense,Suicide,Vagrancy,Vandalism,VehicBoatL,Shape_Leng,WeaponLaws,AllCrimes,X,Y
165,231,164,165,6037900608,900608,9006.08,14424519.33,16109.70697,6037900608,1400000US06037900608,6037900608,"Census Tract 9006.08, Los Angeles County, California",3621,2198,980,0,123,23,193,104,55377,54,135,125,17,2016,7,0,36,30,0,3,22,0,11,0,6,9,37,1,2,0,29,31,16109.70697,7,231,-118.1081829,34.69682471
166,272,165,166,6037900507,900507,9005.07,42441371.68,26592.56915,6037900507,1400000US06037900507,6037900507,"Census Tract 9005.07, Los Angeles County, California",7605,4750,1845,56,382,0,382,190,59450,89,65,344,84,2016,3,1,55,26,1,2,20,0,27,1,8,6,42,9,7,0,27,34,26592.56915,3,272,-118.0857754,34.67884534
167,274,166,167,6037900506,900506,9005.06,14077914.93,15951.44589,6037900506,1400000US06037900506,6037900506,"Census Tract 9005.06, Los Angeles County, California",4579,2478,1626,30,74,92,107,172,44970,229,87,363,8,2016,6,1,51,26,0,3,12,0,16,1,6,15,65,6,2,0,30,26,15951.44589,8,274,-118.0991518,34.68234105
168,250,167,168,6037900505,900505,9005.05,14092148.43,15878.1069,6037900505,1400000US06037900505,6037900505,"Census Tract 9005.05, Los Angeles County, California",3956,2599,859,16,25,0,276,181,58329,115,52,205,0,2016,9,0,30,39,2,6,16,0,13,0,7,9,49,4,1,0,27,36,15878.1069,2,250,-118.1080566,34.68225349
172,80,171,172,6037900201,900201,9002.01,2532880139,230288.4458,6037900201,1400000US06037900201,6037900201,"Census Tract 9002.01, Los Angeles County, California",1033,942,6,19,0,0,42,24,51707,20,23,5,4,2016,3,7,15,5,0,1,3,0,2,0,4,6,10,0,0,0,4,19,230288.4458,1,80,-117.9601292,34.70655307
174,578,173,174,6037900803,900803,9008.03,28446614.96,21356.48015,6037900803,1400000US06037900803,6037900803,"Census Tract 9008.03, Los Angeles County, California",9373,6022,1838,0,441,0,694,378,56473,225,216,401,0,2016,18,3,103,50,0,10,29,0,28,0,13,51,86,15,3,0,49,99,21356.48015,21,578,-118.1571477,34.71129211
175,488,174,175,6037900805,900805,9008.05,28395542.84,21300.46185,6037900805,1400000US06037900805,6037900805,"Census Tract 9008.05, Los Angeles County, California",4435,3148,733,6,183,5,170,190,64861,57,64,122,17,2016,26,1,61,70,3,4,26,0,22,0,18,38,86,3,3,0,29,89,21300.46185,9,488,-118.1569441,34.69668596
176,96,175,176,6037901007,901007,9010.07,56077939.71,31617.31,6037901007,1400000US06037901007,6037901007,"Census Tract 9010.07, Los Angeles County, California",2020,1757,39,10,151,0,50,13,102470,17,39,56,6,2016,7,0,11,11,0,2,6,0,6,0,3,5,22,0,0,0,9,14,31617.31,0,96,-118.1832544,34.65304686
177,201,176,177,6037901101,901101,9011.01,56221612.22,31894.61331,6037901101,1400000US06037901101,6037901101,"Census Tract 9011.01, Los Angeles County, California",5245,3879,612,27,307,10,134,276,68525,69,121,357,30,2016,10,1,35,14,0,2,6,0,9,0,3,11,29,5,5,0,34,32,31894.61331,5,201,-118.227518,34.66022648
178,608,177,178,6037900501,900501,9005.01,33552127.38,23314.41138,6037900501,1400000US06037900501,6037900501,"Census Tract 9005.01, Los Angeles County, California",6845,3994,1744,0,163,0,654,290,49697,99,103,353,0,2016,33,3,90,67,2,8,27,0,35,1,12,37,97,14,5,1,36,130,23314.41138,10,608,-118.1231212,34.68233973
179,422,178,179,6037901004,901004,9010.04,140927907.3,53077.66723,6037901004,1400000US06037901004,6037901004,"Census Tract 9010.04, Los Angeles County, California",12388,7835,2359,0,736,63,723,672,93740,87,95,776,104,2016,21,4,65,40,0,6,29,0,19,1,18,17,55,12,3,0,38,78,53077.66723,16,422,-118.2066616,34.68800019
180,221,179,180,6037901102,901102,9011.02,55010925.5,31486.11881,6037901102,1400000US06037901102,6037901102,"Census Tract 9011.02, Los Angeles County, California",5430,4555,467,39,126,0,213,30,78541,26,59,382,16,2016,10,0,25,11,1,5,21,0,19,0,10,20,43,4,4,0,16,28,31486.11881,4,221,-118.2101181,34.66043906
182,700,181,182,6037910201,910201,9102.01,156753578.9,57573.629,6037910201,1400000US06037910201,6037910201,"Census Tract 9102.01, Los Angeles County, California",3579,1939,535,0,166,0,791,148,64348,69,160,120,0,2016,31,1,54,33,2,7,47,0,39,0,21,59,266,9,3,0,34,88,57573.629,6,700,-118.1353439,34.61468023
183,120,182,183,6037910302,910302,9103.02,44601633.85,30489.80427,6037910302,1400000US06037910302,6037910302,"Census Tract 9103.02, Los Angeles County, California",5890,4121,198,18,395,0,761,397,103227,37,124,96,37,2016,4,1,9,6,1,0,17,0,1,0,6,5,43,1,3,0,15,7,30489.80427,1,120,-118.2214907,34.62276817
184,551,183,184,6037910402,910402,9104.02,12321126.77,14458.84236,6037910402,1400000US06037910402,6037910402,"Census Tract 9104.02, Los Angeles County, California",3714,902,588,0,73,0,1864,287,40894,159,53,205,4,2016,24,4,92,36,0,2,16,0,21,0,8,188,39,7,3,0,39,49,14458.84236,23,551,-118.1256318,34.58349567
185,282,184,185,6037910403,910403,9104.03,13516587.63,16063.57074,6037910403,1400000US06037910403,6037910403,"Census Tract 9104.03, Los Angeles County, California",2287,283,99,5,0,7,1804,89,21225,93,56,73,0,2016,9,2,46,11,1,2,8,0,9,0,6,58,76,2,1,0,29,16,16063.57074,6,282,-118.1254374,34.57614988
186,633,185,186,6037910501,910501,9105.01,16113479.26,16740.99094,6037910501,1400000US06037910501,6037910501,"Census Tract 9105.01, Los Angeles County, California",5461,1375,1464,89,182,9,2013,329,24275,222,78,176,0,2016,28,0,134,29,2,13,37,0,17,0,32,87,65,16,6,0,90,62,16740.99094,15,633,-118.1125332,34.58021318
187,427,186,187,6037910601,910601,9106.01,28596463.53,26967.79389,6037910601,1400000US06037910601,6037910601,"Census Tract 9106.01, Los Angeles County, California",6857,2630,1098,112,53,0,2746,218,45507,170,124,260,0,2016,24,3,63,44,0,3,24,0,18,0,9,68,61,8,5,0,46,35,26967.79389,16,427,-118.076369,34.58381443
188,457,187,188,6037910502,910502,9105.02,21564707.99,18776.36837,6037910502,1400000US06037910502,6037910502,"Census Tract 9105.02, Los Angeles County, California",3980,1461,693,0,84,25,1555,162,41543,139,88,150,8,2016,18,2,55,30,2,10,8,1,23,0,10,76,94,5,2,0,46,59,18776.36837,16,457,-118.1008169,34.58002999
189,374,188,189,6037910401,910401,9104.01,105442223.1,41956.57609,6037910401,1400000US06037910401,6037910401,"Census Tract 9104.01, Los Angeles County, California",6985,3661,657,39,510,0,1345,773,79436,110,79,230,97,2016,14,2,45,32,0,6,20,0,23,1,15,54,83,10,2,0,32,24,41956.57609,11,374,-118.149732,34.57221054
190,334,189,190,6037910603,910603,9106.03,28310480.58,21245.74358,6037910603,1400000US06037910603,6037910603,"Census Tract 9106.03, Los Angeles County, California",6779,2779,604,52,123,19,2845,357,55193,231,102,272,0,2016,18,0,58,32,0,0,21,0,12,2,18,20,75,3,2,0,30,38,21245.74358,5,334,-118.0850417,34.56546805
191,174,190,191,6037900300,900300,9003,634136629.8,124940.2459,6037900300,1400000US06037900300,6037900300,"Census Tract 9003, Los Angeles County, California",4686,3054,707,54,466,9,175,221,63511,13,102,881,15,2016,7,4,37,14,0,1,12,0,20,1,4,12,23,2,0,0,12,19,124940.2459,6,174,-118.0841989,34.73593214
192,131,191,192,6037910404,910404,9104.04,27724722.75,20703.44847,6037910404,1400000US06037910404,6037910404,"Census Tract 9104.04, Los Angeles County, California",4121,2051,476,13,33,0,1458,90,56426,119,66,288,13,2016,6,0,27,13,0,0,11,0,14,0,5,8,15,1,0,0,19,9,20703.44847,3,131,-118.1241396,34.56521597
193,350,192,193,6037910602,910602,9106.02,21530780.38,21298.21726,6037910602,1400000US06037910602,6037910602,"Census Tract 9106.02, Los Angeles County, California",4002,1664,784,40,143,0,1234,137,35188,23,101,282,0,2016,17,2,60,47,0,3,12,1,8,1,6,33,67,7,1,0,38,25,21298.21726,22,350,-118.0807097,34.57648521
194,246,193,194,6037910706,910706,9107.06,227214033.5,74282.32826,6037910706,1400000US06037910706,6037910706,"Census Tract 9107.06, Los Angeles County, California",6296,1936,858,6,445,25,2847,179,58937,127,79,394,31,2016,13,2,36,22,0,3,24,0,22,0,11,7,52,2,4,0,24,23,74282.32826,1,246,-118.0046441,34.553433
195,208,194,195,6037910707,910707,9107.07,72226484.59,35059.49402,6037910707,1400000US06037910707,6037910707,"Census Tract 9107.07, Los Angeles County, California",4787,2034,775,179,88,0,1470,241,55847,148,63,223,0,2016,7,0,46,12,0,2,16,0,17,1,14,14,25,4,1,0,20,23,35059.49402,6,208,-118.0973373,34.54578769
197,32,196,197,6037980004,980004,9800.04,486653852.8,93101.21268,6037980004,1400000US06037980004,6037980004,"Census Tract 9800.04, Los Angeles County, California",0,0,0,0,0,0,0,0,0,0,12,0,0,2016,7,0,0,0,0,1,3,0,1,0,0,2,11,0,1,0,2,4,93101.21268,0,32,-118.0832013,34.62944356
202,184,201,202,6037910713,910713,9107.13,21484164.73,20133.91364,6037910713,1400000US06037910713,6037910713,"Census Tract 9107.13, Los Angeles County, California",5843,2660,784,14,93,0,2001,291,61814,146,98,241,0,2016,10,3,30,17,0,1,14,0,12,1,9,11,32,3,2,0,16,17,20133.91364,6,184,-118.0384693,34.57270433
