FID,X,Y
5161,-118.3701005,33.74769074
5180,-118.2908274,33.79776268
5183,-118.2045369,33.89686903
5184,-118.27438,33.80680844
5194,-118.2759709,34.02079769
5224,-118.3199912,33.78952924
5256,-118.2310771,34.05914627
5259,-118.1675128,34.02717844
5284,-118.1619262,34.04421886
5294,-118.0939712,34.57271292
5297,-117.9403814,34.03890685
5298,-117.8459823,34.10637289
5321,-117.9424714,34.08381283
5343,-118.1930439,33.76757406
5345,-118.0806952,33.83871885
5365,-118.1425912,33.87475086
5366,-118.1338932,33.87699885
5370,-118.1338662,33.83232786
5401,-118.1335452,34.5812209
5403,-118.1397412,34.5944959
5404,-118.1883135,34.69306937
5407,-118.0732911,34.68246931
5408,-118.0851202,34.58015091
5411,-118.1270743,34.58030106
5444,-117.9201449,34.0478221
5519,-118.2081162,33.89834666
5532,-118.1559962,34.02489184
5544,-117.8056991,34.03642786
5551,-118.2979625,33.81475721
5556,-118.1108387,34.58340201
5566,-118.1555612,34.67500592
5569,-118.2475331,33.89098437
5574,-118.0825101,33.84120012
5576,-118.0818392,33.83145983
5578,-118.2739222,33.92007181
5619,-118.1248872,34.5809819
5620,-118.1362394,34.58280129
5621,-118.1268315,34.57978945
5622,-117.9514083,34.57226459
5623,-118.0762072,34.58022392
5666,-118.2224112,33.96888383
5676,-117.807069,34.12118317
5705,-118.3002822,33.94595184
5739,-118.1331946,33.85148632
5750,-118.1341921,34.5479255
5759,-117.9585711,34.03369686
5810,-118.2517893,34.04856151
5816,-118.0596235,34.05430513
5834,-118.3613431,33.93454951
5843,-118.0736302,34.10366786
5857,-117.8848401,33.98725286
5867,-118.3229982,34.05474487
5953,-118.2636669,33.83537137
5966,-117.9623556,34.06119587
5969,-118.1666517,34.00196724
5973,-118.0238842,34.53814692
5976,-118.0787612,33.91103984
6006,-118.1626906,34.02329566
6021,-118.1932655,33.89864408
6024,-118.2241844,33.8883634
6025,-118.206489,33.88837755
6033,-118.2302684,33.96718793
6040,-118.3079692,33.93382782
6076,-118.0819802,34.06267386
6107,-118.2024079,34.66130795
6143,-118.1523472,34.68072193
6179,-117.8919115,33.98853835
6182,-118.1162414,34.57983622
6184,-118.1314185,34.57953311
6192,-118.200521,34.21099933
6266,-118.1657453,34.68948391
6279,-118.7611623,34.14386499
6280,-118.0810615,33.86934356
6284,-118.1425012,33.86025086
6288,-118.238848,33.91810011
6320,-118.5891486,34.10477825
6324,-118.3087762,33.9375007
6359,-118.0754882,34.14627986
6367,-118.1189025,34.67451741
6376,-118.1276472,34.5805309
6379,-118.1276472,34.5805309
6418,-118.2152054,33.91109132
6452,-118.0816522,33.91657363
6460,-117.9590601,34.04915566
6465,-117.9428451,34.04167486
6468,-117.9040702,34.00330307
6469,-117.7368281,34.10709889
6470,-117.9176011,34.02468485
6494,-118.1580798,34.01693118
6502,-118.070343,33.91393859
6516,-118.0820672,34.08051885
6517,-118.3457464,33.94523201
6527,-118.2365943,33.9051085
6535,-118.005732,33.8904291
6537,-118.0437042,33.94672384
6538,-118.0267391,33.89722185
6539,-117.9845753,33.92589392
6561,-118.1385478,34.5834673
6671,-118.2652092,33.89519481
6716,-118.06052,33.98725778
6744,-118.1631591,34.02186927
6751,-118.1604599,34.02088586
6768,-117.8161484,34.10312891
6826,-117.9134321,33.98984885
6869,-118.0496012,34.59472892
6930,-118.1415387,33.89647637
6963,-118.5728122,34.43482985
6966,-118.4789173,34.44700879
6971,-118.2759709,34.02079769
7027,-118.0130444,33.9228141
7028,-118.1566693,34.02337854
7037,-118.0225661,33.92333431
7044,-118.1920928,34.04709721
7057,-118.6205418,34.49456752
7067,-118.2181612,33.92545584
7107,-118.2796888,33.83909493
7263,-117.8031791,34.02740285
7270,-118.6736351,34.40361614
7281,-117.8627285,34.00805727
7284,-117.8707729,33.99033775
7310,-118.1614956,33.98915926
7312,-118.0144778,34.07053766
7330,-117.8862388,34.00882164
7333,-117.8037879,34.04514891
7425,-118.1439172,34.18033787
7454,-118.4483783,34.0415967
7456,-117.869753,33.99442068
7465,-118.1443222,33.89452283
7490,-118.1757182,33.90126582
7519,-118.0582372,34.57321292
7557,-118.2108115,33.78096769
7573,-118.3621474,34.09003398
7574,-118.3444355,34.09182264
7619,-118.1251128,33.87180369
7622,-118.1410241,33.88358248
7624,-118.1101002,33.87882802
7657,-118.3444355,34.09182264
7695,-118.1455382,34.70395692
7710,-118.0901169,34.05344437
7725,-117.9163882,34.11431287
7755,-118.2160682,33.90387248
7758,-118.2316714,33.88619122
7781,-118.2224402,33.97392584
7784,-118.2759709,34.02079769
7812,-117.8268972,34.61651192
7838,-118.3107242,33.78942658
7854,-118.2161086,33.9083341
7857,-118.079648,33.91194505
7877,-118.2389051,33.92593578
7912,-118.2067542,33.93578882
7926,-117.9674759,34.05034324
7973,-118.2760344,33.82431939
8002,-118.0279907,33.92330866
8035,-118.1270743,34.58030106
8066,-118.0888483,34.57096151
8084,-118.0642177,34.09936115
8088,-118.0379971,34.05264556
8105,-118.1286964,34.67001072
8114,-118.151478,33.90299663
8153,-118.0469412,34.05183886
8155,-118.0608459,34.06297879
8186,-118.5507542,34.40982887
8189,-118.3120662,33.78949283
8236,-118.331169,34.1002378
8304,-118.0446829,34.06310807
8319,-118.1252072,33.87629086
8320,-118.1221615,33.84044444
8330,-118.0863112,34.06266187
8352,-118.2966586,33.83180564
8412,-118.1339812,33.88931884
8413,-118.151478,33.90299663
8418,-118.4164624,34.3271985
8419,-118.0318518,34.04403192
8458,-118.1563752,34.02436625
8461,-118.1725421,33.96238136
8466,-118.1869942,34.03601385
8468,-118.1800467,33.9866369
8469,-118.1776018,34.03644931
8472,-118.1592242,34.00616608
8530,-117.968302,34.04773345
8547,-118.2070015,33.88863923
8551,-118.1942772,33.89246784
8566,-117.9944111,33.92450983
8570,-117.9943561,33.91720484
8572,-118.0076015,33.91439223
8620,-118.0822982,33.96699785
8650,-118.4151902,34.42813089
8695,-118.1308751,34.17707777
8705,-118.3607882,34.09086997
8763,-118.2387907,33.98704245
8788,-117.9839388,34.05203855
8818,-117.8575221,34.02278586
8830,-118.2674713,33.83182533
8864,-118.3571422,33.93686222
8879,-118.0468541,33.94486085
8882,-118.0448562,33.94365284
8883,-118.0344777,33.91688673
8912,-118.0798142,33.90217083
8915,-118.0109819,33.91836672
8960,-118.2963312,33.92212584
8968,-118.2636669,33.83537137
9076,-118.1711843,34.0186969
9120,-118.1600056,33.89995102
9124,-118.0808037,34.01039856
9125,-118.1579352,33.90364483
9126,-118.2042378,33.88439847
9127,-118.1558542,33.90735884
9129,-118.1015119,33.95748891
9130,-118.1130752,33.90205984
9131,-118.0793042,33.82437785
9132,-118.0953242,33.98625271
9133,-118.1421137,33.87516402
9169,-118.0360132,33.93296385
9172,-118.029081,33.95165454
9224,-118.3273262,33.34307888
9226,-118.344374,33.87738972
9232,-118.1606731,34.01697127
9235,-118.1116475,33.8706976
9248,-118.2328952,33.90786883
9275,-118.0720031,33.83419284
9298,-118.3095365,33.79759526
9369,-118.2090472,33.91375483
9383,-118.1844082,34.67493789
9402,-118.1457908,34.01417114
9423,-118.2854377,33.82647239
9526,-118.2445514,33.85590497
9531,-118.1318962,34.17707086
9533,-118.1218884,34.17718166
9538,-118.2041404,33.88719653
9565,-118.1797977,34.05171265
9622,-118.5412033,34.39022787
9623,-118.5292221,34.37990516
9625,-118.4791706,34.42041739
9626,-118.6314613,34.50768748
9629,-118.5254188,34.37820336
9631,-118.0686622,33.91720983
9642,-118.1579992,34.01824284
9674,-118.0999572,33.88759983
9680,-118.2165568,33.91298889
9706,-117.9071957,34.12997298
9709,-118.1611742,34.67387497
9717,-118.1205853,34.69716829
9758,-118.1270743,34.58030106
9783,-118.0963062,34.00671384
9788,-118.2629372,33.83445463
9800,-118.0956852,33.83665386
9806,-118.3004923,33.94568071
9816,-118.0842242,33.83145684
9819,-118.1339032,33.87478685
9823,-118.1505147,33.87621457
9836,-118.3491881,33.94427293
9857,-118.2830447,33.79825485
9871,-117.9242391,34.04404396
9875,-117.8704009,33.9971311
9876,-117.9273781,34.02647986
9877,-117.9243171,33.99045186
9895,-118.3137155,33.80416133
9904,-118.4752767,34.4160797
9978,-118.2431302,33.95950556
9984,-117.8357582,34.61648892
9987,-118.1455382,34.70395693
10011,-118.0452265,34.05190382
10013,-118.0182585,34.06284747
10014,-118.0945472,34.04310247
10015,-118.3524966,33.90169462
10041,-118.1913158,34.0237013
10047,-118.2903958,33.80251706
10064,-118.3484383,33.94061959
10129,-118.1998699,33.92652718
10197,-118.2158254,33.91060335
10217,-118.0959658,33.98535684
10237,-118.1756287,34.05400676
10252,-118.3092983,33.74976122
10253,-118.3106179,33.79816228
10260,-118.2252322,33.97001284
10279,-118.090723,33.90694354
10289,-118.0847575,33.86989923
10290,-118.1831062,34.60178391
10291,-118.1252032,33.87483583
10294,-118.0939712,34.5727129
10295,-118.087211,33.83189889
10298,-118.1172652,33.87288782
10303,-118.0797682,33.86847982
10304,-118.1413881,34.54225075
10306,-118.3445638,33.93703035
10319,-117.9772884,34.06140728
10333,-118.1030682,34.58264774
10336,-118.2913688,34.06197185
10342,-118.4721752,34.41573187
10376,-118.0751469,33.96354348
10400,-117.9856291,34.04671785
10422,-118.0614412,33.98088227
10447,-117.9240468,34.04625468
10600,-117.9840106,34.05414139
10635,-118.2858408,33.80936217
10654,-118.1270743,34.58030106
10723,-118.1340522,34.68219292
10751,-118.4465452,34.18867285
10776,-118.0272566,33.94212281
10778,-118.3880578,34.08176586
10781,-118.3754765,34.09232734
10797,-118.0922346,33.84597666
10811,-118.1302871,34.68953108
10812,-118.0839899,33.86640363
10818,-118.3525562,33.88354947
10821,-117.8393369,33.98424527
10877,-118.3175288,33.94123456
10907,-118.1425912,33.87475086
10910,-118.1339262,33.88024683
10926,-118.0652562,33.84831486
10944,-118.2755686,33.81330034
10958,-118.3673467,34.09496843
10966,-117.9479279,34.03548693
10991,-118.2002442,34.20655387
11003,-118.1421216,33.90429279
11005,-118.3678132,34.09048235
11041,-118.269423,33.91427239
11042,-118.2208822,33.97427256
11061,-118.028568,34.05658605
11074,-118.0835059,33.84651011
11075,-118.2983613,33.80987933
11076,-118.2640986,33.80827797
11077,-118.2492041,33.82527026
11078,-118.2891318,33.79758873
11099,-118.3440796,34.0906505
11100,-118.2354995,33.91448358
11101,-118.3545693,34.09233099
11103,-118.7387483,34.14526582
11147,-118.1327236,34.01543213
11157,-118.168945,34.03223658
11162,-117.9761591,34.05420784
11163,-117.9512285,34.02613362
11214,-118.2040462,33.88784782
11244,-118.1302532,33.88935384
11289,-118.2532905,33.89550847
11290,-118.3461739,34.08753053
11296,-118.5505412,34.42822887
11297,-118.4663962,34.41843687
11300,-118.6225283,34.49652304
11301,-118.4524012,34.41647387
11304,-118.1548672,34.6746234
11306,-117.8268972,34.61651192
11309,-118.1118112,34.69014119
11312,-118.1205853,34.69716829
11324,-118.1048912,33.92523388
11325,-118.054056,33.90237055
11347,-118.3526139,33.93451644
11416,-118.0830934,33.91987715
11465,-118.3043816,33.98847252
11466,-118.2332972,33.95309708
11496,-118.1667639,34.02461024
11508,-118.0036237,34.11791883
11510,-118.6509742,34.15642985
11536,-118.6133848,34.45080438
11540,-118.6133848,34.45080438
11542,-118.6134779,34.45089891
11543,-118.1485853,34.71845405
11548,-118.1550086,34.7008674
11554,-118.1340522,34.68219292
11572,-118.2603492,34.03637285
11580,-117.9203133,34.03090616
11586,-118.2908303,33.79777947
11603,-118.2250201,33.97112559
11604,-118.2247972,33.96299183
11606,-118.2321956,33.96553865
11608,-118.2942926,33.96639356
11610,-118.2564072,33.97029484
11611,-118.2561961,33.97817688
11618,-118.0175491,33.92059583
11626,-117.9136284,34.50640774
11637,-118.0973222,33.95220883
11685,-118.1316932,34.01681119
11686,-118.0793002,34.70438093
11699,-118.0783169,34.00593428
11711,-118.1635649,34.02099189
11730,-118.2443572,33.95995231
11796,-118.1779643,34.05994504
11798,-118.1734597,34.01184919
11856,-118.1852602,33.91346884
11858,-118.2048702,33.92154345
11870,-118.1791682,34.68255593
11872,-118.0746053,34.08051084
11874,-118.2980705,33.93413661
11891,-118.0853503,33.85849206
11913,-118.3635005,34.09051601
11937,-117.8906862,34.11820827
11963,-118.0366009,34.05005863
11991,-118.2058546,33.89009063
12052,-118.3500587,34.09449487
12069,-118.1385478,34.5834673
12074,-118.1167756,34.58696017
12091,-118.5371363,34.42721086
12096,-118.0470121,34.0521051
12127,-118.3824668,34.19167482
12141,-118.1612422,34.67489293
12150,-117.8104221,34.62509071
12153,-118.1340522,34.68219292
12154,-118.1345165,34.68240043
12156,-117.9752265,34.01123263
12157,-118.2013833,34.65285991
12159,-118.1306323,34.71852392
12168,-117.9581868,34.55789328
12171,-118.1185632,34.58171891
12244,-118.2292832,33.92466583
12255,-118.1885612,33.92146982
12367,-118.1289504,34.58972441
12431,-118.077633,34.00044581
12452,-118.0983222,34.57268992
12471,-118.1128302,33.97339784
12480,-118.299032,33.94609503
12482,-118.0684309,33.99325759
12484,-118.3795566,34.08762632
12522,-118.6212341,34.45475446
12544,-117.9020454,33.92471341
12558,-118.2453232,33.98205983
12563,-118.2989275,33.74334356
12564,-118.2473431,33.97494794
12565,-118.2989468,33.73879793
12592,-118.2983613,33.80987933
12597,-118.2761292,33.87336317
12601,-118.2836963,33.83489724
12618,-118.1260504,34.69580041
12620,-117.8181112,34.10340691
12621,-117.8218651,34.10673886
12623,-117.8965684,34.1187001
12660,-118.1869957,33.99208904
12691,-117.8896294,33.98671549
12724,-118.7026909,34.14343656
12726,-118.2976298,33.73985153
12752,-118.0797652,33.88499683
12753,-118.6982844,34.16324518
12784,-118.3093578,33.92703139
12785,-117.9306067,33.99355429
12788,-118.3002792,33.94682283
12838,-118.3510797,34.09258079
12845,-118.35055,33.89201267
12920,-118.1061639,33.97235358
12932,-118.0859138,33.91213266
12937,-118.0549731,33.90270101
12938,-118.2660764,33.83105647
12939,-118.2593074,33.83167745
12943,-118.2234032,33.83171471
12968,-118.4587483,34.41608219
12988,-118.0202033,33.90091469
13062,-118.2089242,33.91162083
13064,-118.2845148,33.91774202
13066,-118.2454912,33.97474583
13067,-118.2302322,33.97135083
13069,-118.2047471,33.92364485
13072,-118.2287482,33.95347183
13120,-118.2260392,33.88858882
13123,-118.2919792,33.92812584
13126,-118.3613282,33.89829471
13153,-118.1880606,34.05742579
13161,-118.2302452,33.97474982
13179,-118.2625484,34.03940359
13195,-118.0380962,33.92083183
13235,-118.2974764,33.79472999
13260,-118.182804,33.9606179
13263,-118.1599982,34.02348848
13291,-118.1286964,34.67001072
13300,-118.1705932,33.91439784
13301,-118.2955598,33.95318628
13313,-118.1232302,34.18405487
13321,-118.3024652,33.94594482
13333,-118.151478,33.90299662
13343,-118.3185047,33.78176355
13376,-118.2937203,33.79775516
13377,-118.2903332,33.81014944
13378,-118.2989952,33.81361268
13382,-118.206804,33.84663237
13398,-118.2159024,33.90684743
13406,-118.1246637,33.87181181
13409,-118.1334612,33.89656083
13414,-118.1426142,33.87839683
13415,-118.1391882,33.87472712
13468,-118.2070591,33.90439491
13469,-118.6134779,34.45089891
13472,-118.0676602,33.99238486
13559,-118.1962058,33.90679176
13602,-118.4685754,34.39278107
13619,-118.2564158,33.91642906
13621,-118.2997464,33.94849712
13623,-118.353785,33.94181983
13627,-118.3576478,33.90189896
13657,-118.5364694,34.38449774
13659,-118.5195274,34.37573936
13729,-118.4752767,34.4160797
13771,-118.1147496,33.89282366
13776,-118.1600056,33.89995102
13789,-118.3439866,33.93851151
13790,-118.2976154,33.94019324
13870,-118.1417757,34.02183174
13934,-118.1455382,34.70395693
13949,-118.2453048,33.98200464
14002,-118.1489754,34.6748175
14003,-118.0909497,34.05831415
14026,-118.2919652,33.93092683
14056,-118.0536242,33.97732686
14058,-118.0740282,33.99687284
14060,-118.6034458,34.43061437
14063,-117.8872606,34.01752436
14074,-118.1657452,34.02218084
14076,-118.1791704,34.01529007
14079,-118.1840497,34.02371828
14139,-118.2486559,34.24121276
14161,-118.1233745,34.70882914
14185,-118.2270408,33.89604336
14186,-117.993971,33.91922654
14191,-118.0237046,33.93131154
14241,-118.1456697,34.0126243
14312,-118.009522,33.92662951
14314,-118.0118772,33.93663383
14348,-118.1555829,34.02517684
14353,-118.1581998,34.03361711
14363,-118.3526404,33.94452207
14369,-118.1570812,34.70445393
14394,-118.2199946,33.86766885
14404,-118.0905032,34.05186984
14407,-118.0668823,34.06117284
14462,-118.3093569,33.92678779
14464,-118.3439034,33.93095604
14476,-118.1214038,34.68081983
14529,-118.2314993,34.05927359
14530,-118.2314993,34.05927359
14532,-118.2314993,34.05927359
14536,-118.2314993,34.05927359
14538,-118.1633395,34.02250036
14539,-118.2314993,34.05927359
14573,-117.9266819,34.00814951
14626,-117.9569871,34.00962925
14628,-117.9172971,34.02626395
14630,-118.0500402,34.0409066
14632,-118.2346772,33.97194184
14634,-118.2462792,33.92375283
14691,-118.2310771,34.05914627
14692,-118.2310771,34.05914627
14694,-118.2431961,34.0551714
14760,-118.151478,33.90299663
14770,-118.4935335,34.41988556
14771,-118.5057193,34.44600445
14773,-118.4292072,34.42670586
14788,-118.1911654,33.83827986
14838,-118.4032561,33.95795231
14842,-118.1963889,34.46768925
14852,-117.9478312,34.03693487
14854,-117.9171011,34.02220355
14863,-118.0001232,34.05182786
14873,-118.1073069,33.98068684
14882,-118.3470079,33.9018522
14889,-118.0856152,33.99593684
14922,-118.0460816,33.94822038
14927,-118.0420533,33.95337163
14933,-118.0465072,33.94181585
14962,-118.1742279,33.96066648
14964,-118.3199912,33.78952924
14968,-118.3172749,33.7895238
14970,-118.3145215,33.80006229
14976,-117.9438328,34.03772415
14983,-117.9888051,34.03678034
14984,-118.1147496,33.89282366
15031,-118.2479606,33.89450408
15073,-118.6134779,34.45089891
