CT10,TOTAL_POP,WHITE,BLACK,AMER_IND,ASIAN,PAC_ISLND,OTHER,TWO_MORE,MEANINCOME,LESS_HS,HS_GRAD,SOME_COLGE,BA_HIGHER,AlcoholRel,Arson,Assault,Burglaries,FederalOff,FelonMisc,Fraud,Gambling,GrandTheft,Homicide,MentallyIl,Narcotics,Robberies,SexOffense,Suicide,Vagrancy,Vandalism,VehicBoatL,WeaponLaws,AllCrimes
221303,2710,703,221,12,309,0,1452,13,37878,70,62,173,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
219902,3901,1822,825,31,114,0,1044,65,59521,87,95,248,55,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
218702,2318,475,905,11,63,0,806,58,41620,59,24,78,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
218701,2378,373,1185,54,283,0,436,47,70198,12,66,179,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
217002,5115,3513,483,16,625,0,284,194,93239,0,119,144,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217001,3162,2696,36,0,136,0,19,275,122476,7,12,128,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216402,3027,2336,48,0,282,0,203,158,96483,0,34,32,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216401,4426,3589,123,0,322,0,303,89,80177,0,70,189,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212702,3732,907,221,17,2144,0,409,34,106836,10,57,55,41,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4
212502,2971,693,229,0,1215,0,772,62,58807,47,103,118,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277400,1644,222,929,0,160,18,267,48,43127,31,44,146,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
242200,6366,2240,1257,0,9,0,2836,24,39262,269,64,474,0,0,0,1,0,0,0,0,0,4,0,0,8,2,0,0,0,1,10,0,26
242300,4577,1264,873,29,94,30,2287,0,40717,214,144,244,0,1,0,0,0,0,1,0,0,1,0,0,9,0,0,0,0,1,6,2,21
242600,4980,1494,1651,0,0,0,1688,147,21274,351,121,241,19,0,0,1,1,0,0,1,0,1,0,1,3,2,0,0,0,2,0,0,12
242700,5969,2536,1560,8,93,0,1639,133,44346,213,155,328,0,0,0,3,0,0,1,0,0,0,0,1,4,4,0,0,0,1,6,5,25
243000,7147,3235,1084,219,34,0,2454,121,49999,328,110,397,16,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,6
243100,6459,2978,1740,0,61,65,1469,146,33682,288,103,193,9,0,0,2,0,0,0,1,0,1,0,0,8,3,1,0,0,0,10,4,30
541700,6334,2744,907,110,12,0,2520,41,58133,71,125,371,47,5,2,32,20,0,10,12,0,96,0,4,25,114,22,0,0,22,46,11,421
541801,5817,2632,825,19,0,0,2236,105,59384,177,115,246,11,7,0,28,21,0,2,10,0,51,0,1,20,44,6,0,0,26,27,10,253
543305,3227,1421,871,0,288,0,524,123,72957,20,76,188,16,9,5,35,43,1,9,16,0,42,0,6,48,137,3,0,0,33,65,5,457
543502,4033,1491,141,30,1129,0,1050,192,69935,25,24,230,19,2,0,18,21,1,2,7,0,43,0,5,16,64,3,0,0,14,15,9,220
542601,3151,1450,428,4,63,0,1176,30,43150,79,57,126,44,5,0,37,7,0,1,8,0,25,0,2,12,26,4,1,1,10,36,10,185
542602,5448,2483,1225,0,9,0,1519,212,55795,171,72,298,18,5,4,71,24,2,9,21,0,50,0,20,40,165,9,0,0,42,68,18,548
542800,3092,751,1609,37,40,0,532,123,55435,66,61,121,0,3,0,22,15,0,1,10,0,14,0,3,6,39,2,1,0,14,25,13,168
542700,5694,2428,1231,31,3,0,1866,135,56474,181,95,246,46,9,5,53,24,0,8,12,0,44,2,8,31,85,6,1,5,39,69,31,432
542900,3204,1134,758,0,56,0,1152,104,57404,145,56,107,0,0,0,27,6,0,3,5,0,10,1,0,7,21,4,0,1,16,29,16,146
203300,2082,1149,298,12,248,8,336,31,42984,78,20,84,112,2,0,43,10,0,2,2,0,11,0,20,4,95,3,4,0,25,2,1,224
203100,4684,3323,1,65,71,0,1133,91,36386,274,122,202,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
203500,3109,1908,27,25,415,5,663,66,45715,52,46,140,12,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,2,0,7
203710,3494,2484,49,10,41,0,891,19,45273,126,51,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
203200,4909,3573,63,25,12,22,1189,25,47032,55,48,258,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204410,2290,1446,5,27,38,12,762,0,38031,54,27,113,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203800,5022,2758,10,0,76,0,2046,132,54307,190,61,356,53,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,6
204420,3096,1822,163,26,119,0,895,71,33398,83,63,125,19,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,11
204110,3133,1956,47,0,19,0,1050,61,43016,105,43,170,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,5
204300,4984,3197,14,22,81,12,1543,115,35481,229,68,318,13,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3
621400,4368,3497,65,14,416,0,118,258,121409,10,37,73,120,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
650001,5985,1914,104,39,2806,0,614,508,88232,18,65,448,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
650300,6890,2792,390,128,2526,9,768,277,77196,75,85,353,92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
650101,5912,1764,85,0,3222,66,104,671,101691,92,71,232,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216200,5369,2325,1197,29,736,63,643,376,129182,62,68,128,141,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
216300,4822,3019,544,7,624,42,185,401,136555,64,12,69,70,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,1,0,0,8
216900,4935,1930,1250,265,447,0,883,160,88673,45,90,64,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216700,3913,1566,1191,0,353,0,535,268,92659,26,54,134,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
216800,3189,2332,265,9,152,0,197,234,126420,27,32,74,23,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,9
209104,2499,939,118,88,114,5,1123,112,27889,53,43,139,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
209103,3513,1302,84,154,116,18,1827,12,30814,166,57,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
208802,3341,657,189,0,726,0,1619,150,38841,86,45,146,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
208801,3137,1022,171,0,578,15,1272,79,34057,137,32,125,33,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,2,2,0,12
206032,5501,2962,58,54,1179,34,1169,45,43031,210,99,285,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5
571703,3921,825,1168,16,560,0,1033,319,49348,126,124,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275200,3997,1876,92,368,524,0,618,519,68014,101,63,121,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275302,4990,3689,289,0,618,39,85,270,97537,41,25,259,12,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,3,0,9
275311,5700,3455,82,0,1452,0,355,356,116640,11,37,74,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276000,5508,3617,214,50,728,0,590,309,127517,0,67,92,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276100,5833,1551,2513,29,1021,0,169,550,76935,25,88,167,224,0,0,1,3,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,9
276500,5443,3609,236,0,845,19,316,418,111250,29,170,3287,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276400,4159,3275,107,10,393,0,164,210,157167,24,58,543,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276601,4119,2632,156,6,797,0,180,348,166416,23,25,293,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540600,4731,1562,1624,32,0,0,1443,70,43437,230,100,175,24,10,1,88,25,3,11,28,0,11,1,10,40,150,7,2,2,39,23,20,471
542501,5117,1325,2586,0,12,52,1142,0,57104,182,133,188,0,3,0,30,25,0,5,10,0,13,0,7,9,35,1,0,0,20,17,9,184
543000,4580,971,2358,0,7,8,1093,143,72861,168,79,211,0,4,3,41,15,0,4,5,0,25,1,4,11,35,6,0,0,16,25,9,204
543503,5530,1818,657,30,2085,47,669,224,77751,0,68,235,34,12,0,41,40,0,2,16,0,41,0,41,22,133,3,0,0,34,14,6,405
543202,5128,2373,905,58,123,194,1457,18,50705,157,65,265,20,3,3,69,32,2,6,26,0,106,2,12,47,254,12,1,2,41,80,19,717
543400,4250,1761,678,86,620,200,493,412,90002,35,36,199,29,5,2,30,20,0,3,26,0,32,0,2,40,131,6,0,0,46,40,3,386
543304,6175,343,4524,42,48,19,332,867,92809,74,95,423,88,8,1,22,20,0,7,24,0,27,1,2,6,50,4,0,0,19,17,4,212
543201,3900,1445,1523,0,5,0,761,166,65807,83,81,222,26,1,0,27,19,1,2,7,0,15,3,6,8,37,3,0,0,23,23,6,181
203720,3883,3164,32,0,24,0,593,70,34733,50,92,110,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204120,2821,1497,1,9,0,0,1200,114,46992,120,74,192,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204200,3602,2772,0,0,72,0,701,57,40811,198,49,159,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3
204600,4322,3014,62,0,73,0,1062,111,42041,147,118,227,31,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5
203900,3071,2084,24,17,0,0,937,9,58384,75,65,115,0,0,0,2,0,0,0,0,0,0,0,0,6,7,2,0,0,4,4,0,25
204700,4940,3315,87,59,72,0,1245,162,56117,98,106,195,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
204820,2271,1265,0,0,0,0,955,51,53496,57,49,76,22,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3
204910,3367,2518,6,6,6,0,827,4,50983,84,71,137,54,13,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,21
205110,3994,2808,58,14,84,0,993,37,48927,114,70,196,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204810,4768,3367,85,96,28,0,1152,40,42945,200,78,346,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
206200,3335,651,619,3,1372,11,486,193,38076,13,77,93,50,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,7
207900,4697,1924,506,0,1861,0,235,171,119366,187,225,288,111,1,0,10,0,0,2,1,0,0,0,1,5,8,0,0,1,2,3,1,35
217200,4053,1552,1030,23,360,0,845,243,94553,75,45,169,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
217100,5741,2539,1945,0,265,0,725,267,84653,18,121,261,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218210,4073,1811,718,23,124,0,1393,4,43697,100,63,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218110,3334,788,781,2,657,0,1093,13,66818,36,32,121,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218120,5208,1875,647,96,920,0,1573,97,46429,251,94,340,56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
218300,5855,1949,2012,20,236,0,1445,193,53182,77,99,226,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3
218600,3256,843,995,53,78,0,1178,109,56556,83,83,268,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218220,4666,1842,1388,3,238,0,1024,171,82165,62,117,248,55,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
218400,4576,2233,1078,52,33,0,1019,161,47221,64,81,206,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218500,2747,756,986,54,62,0,738,151,51749,54,30,91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
218800,3024,548,805,14,317,0,1278,62,59536,26,39,145,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219500,1789,458,856,0,291,0,76,108,79232,33,12,69,14,0,0,2,0,0,0,0,0,0,0,2,0,24,1,0,0,0,1,0,30
219300,4739,937,1444,250,174,56,1656,222,52026,221,114,170,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
220000,5312,1857,2143,0,103,0,1019,190,61017,51,71,234,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
542104,3329,1798,482,69,14,12,802,152,67323,56,33,185,18,1,6,29,12,0,4,12,0,37,2,1,17,27,4,0,0,11,21,9,193
542103,4033,1879,618,6,3,0,1412,115,50376,120,68,293,11,1,0,26,19,0,6,11,0,40,1,5,29,46,6,1,0,14,24,9,238
277000,5482,4493,87,0,596,0,70,236,179173,91,52,42,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
277100,3248,2190,105,0,341,0,144,468,122420,46,23,153,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533603,7114,4566,55,62,12,0,2268,151,45633,272,91,347,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,4,0,13
301206,5474,4187,0,8,913,0,106,260,71247,24,58,388,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
301205,2210,1681,68,10,369,0,20,62,112526,0,9,68,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300301,6199,4357,3,0,1544,0,35,260,125743,41,73,291,202,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
124903,3408,2974,156,0,114,0,105,59,54955,41,51,155,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
124204,2849,1741,189,52,143,45,606,73,47168,27,62,122,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
124203,2651,1847,66,0,62,0,642,34,55449,60,65,143,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124105,2484,1612,131,0,97,0,601,43,50526,63,63,96,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124103,2055,958,77,55,195,0,730,40,56252,19,85,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122121,2791,2147,87,3,221,13,236,84,55628,50,37,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121222,5507,4221,194,0,330,0,681,81,57030,189,113,252,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
121221,2292,1608,80,13,76,0,510,5,66689,26,35,185,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121101,3084,2313,61,31,173,0,420,86,59291,38,57,111,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124902,3018,2177,272,7,225,0,189,148,56796,40,62,55,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
124104,2583,1353,203,0,78,6,877,66,42727,14,62,161,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123902,2701,1807,94,0,457,19,265,59,80897,0,18,130,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121102,2621,2219,0,4,190,0,161,47,70249,96,44,92,9,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,8
104204,3417,1961,259,17,193,0,874,113,66699,37,63,130,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
302506,3453,2464,192,0,394,13,221,169,74132,78,32,149,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302505,4246,2429,318,0,654,0,706,139,42800,47,84,166,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102107,3950,3097,53,9,472,18,178,123,91238,8,25,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102104,3578,2927,49,0,470,10,75,47,82660,7,64,299,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104203,4880,2891,230,0,267,0,1432,60,55623,116,111,257,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
104108,4895,3047,614,36,210,0,940,48,49035,84,124,286,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
102103,1870,1709,0,0,71,0,35,55,81609,0,25,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214901,3025,2289,30,28,353,0,35,290,87898,17,12,20,77,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
214503,3317,1517,152,7,1317,0,190,134,95264,0,70,239,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212102,2324,588,204,0,989,27,473,43,33823,40,71,129,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
212101,3016,940,539,0,1268,0,153,116,57624,12,56,154,85,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,8,0,14
211922,3592,1217,139,19,1396,0,705,116,50253,39,54,145,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
211804,3193,657,150,32,1992,0,173,189,49343,42,94,198,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211803,4054,699,133,0,2838,24,324,36,49130,7,62,139,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
211202,2516,1042,108,0,638,0,696,32,45879,67,29,168,28,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3
265201,2830,2133,42,12,549,11,31,52,183787,0,69,900,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214902,2916,2133,81,0,444,0,78,180,103916,0,46,118,136,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,1,1,0,8
214502,5485,3066,432,0,1666,0,204,117,94437,0,83,666,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211703,4952,1404,298,26,2273,0,930,21,48831,149,153,188,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211121,2291,932,145,0,619,27,385,183,61294,29,34,163,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
189201,3479,2645,158,0,232,9,287,148,50752,9,61,132,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
185204,1887,930,58,15,534,0,293,57,122572,26,22,44,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185203,3351,1964,13,109,287,0,962,16,54516,89,120,111,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208501,2212,743,20,15,1054,13,367,0,62534,31,45,100,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190801,2651,1265,268,35,248,0,762,73,47481,139,253,213,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190402,2473,1802,146,0,326,0,144,55,49075,19,10,103,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190401,3300,2400,64,0,494,19,278,45,48252,0,14,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190201,2494,1518,138,68,131,0,588,51,39934,5,59,505,17,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,7
189904,2502,1846,152,0,322,1,70,111,53865,14,26,134,100,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
186301,3114,1498,111,24,335,0,1079,67,56217,42,67,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311801,3139,1882,89,0,184,13,890,81,69621,10,78,65,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980026,41,24,9,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125401,4349,2656,744,0,642,19,65,223,61768,0,91,102,218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
122122,2383,2016,28,0,0,0,327,12,43616,16,78,141,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4
320202,5966,3048,283,6,80,149,2307,93,82279,105,66,273,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980021,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980020,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310602,2594,1801,42,0,362,0,245,144,101491,37,24,159,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310601,6846,3512,160,29,1562,0,1448,135,65560,124,172,305,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
310501,3908,2117,203,0,830,0,666,92,70466,65,45,183,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310202,5023,3728,103,83,532,0,174,403,96714,0,70,275,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310201,5533,4265,169,0,380,0,348,371,90572,44,97,121,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302504,4324,3160,159,7,412,0,458,128,45679,64,54,142,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302503,4443,2953,23,15,892,0,359,201,49945,14,45,340,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302401,6431,4381,172,0,1049,0,755,74,51017,43,131,323,48,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,5
700802,3889,3103,98,9,474,0,136,69,133123,24,38,144,70,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
700801,5863,4498,58,0,967,0,174,166,109651,0,59,33,105,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,8
700502,4395,3495,181,0,380,0,173,166,79845,0,67,62,169,43,0,60,36,4,8,44,0,8,1,7,26,140,10,1,0,32,73,1,494
700501,3749,2614,273,0,303,32,295,232,112119,11,12,215,16,43,1,112,32,3,10,54,0,30,0,11,13,155,16,1,0,33,117,4,635
700101,5059,4395,99,32,161,0,238,134,85744,0,100,200,77,17,1,74,39,6,14,70,0,20,0,13,163,193,10,0,0,76,109,19,824
302004,4453,2811,27,8,914,0,551,142,65585,29,123,168,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302003,3838,3133,15,0,476,14,98,102,49095,0,42,104,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301802,3728,2698,21,0,836,0,100,73,65095,47,48,130,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
301801,4577,2718,40,0,1199,0,398,222,69562,20,40,214,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104822,2477,1593,16,0,201,0,636,31,52868,55,57,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
104403,2932,1872,10,31,31,0,988,0,60457,58,84,92,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
700102,3687,2507,300,22,152,0,463,243,71210,0,56,124,63,15,3,45,24,0,6,34,0,26,0,2,41,227,3,0,0,25,39,9,499
211704,2918,748,210,0,1612,0,275,73,42359,42,30,139,119,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,10
211122,3166,1122,179,7,1128,0,634,96,57917,86,51,113,64,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4
207103,2367,177,41,13,1982,0,112,42,33531,14,24,107,23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
194101,3166,2624,165,11,187,0,66,113,144448,0,41,46,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192001,2372,1812,174,0,221,0,44,121,85614,0,19,39,75,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,9
190202,3161,1911,358,0,227,0,405,260,40705,28,67,143,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189903,2147,1550,161,0,218,0,57,161,74099,10,49,109,108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
143604,3405,2416,243,39,540,14,0,153,77195,0,69,150,266,0,0,7,0,0,0,5,0,2,0,3,0,6,1,1,0,7,2,1,35
141101,4916,3795,385,15,487,0,38,196,107198,17,87,200,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310100,5982,5013,114,16,533,0,47,259,158159,22,52,227,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206010,3305,874,131,0,1188,0,1084,28,31870,19,87,63,31,0,0,5,0,0,0,2,0,0,0,0,0,1,2,0,1,2,0,0,13
208000,7248,2512,542,230,1629,0,2254,81,56553,262,132,587,49,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,7
208610,4462,843,174,20,2056,0,1255,114,49724,163,75,161,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208620,4469,690,350,118,1675,7,1522,107,48779,18,42,245,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208710,4515,664,162,68,2675,0,812,134,62467,46,39,123,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125501,3348,2164,223,1,269,0,491,200,68329,0,107,65,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125402,4234,2839,366,12,377,7,435,198,88251,12,71,218,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
123901,4431,3066,90,8,168,56,1027,16,67855,79,100,78,80,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
