FID,X,Y
6736,-118.3794611,34.08932546
6737,-118.6662758,34.17644402
6757,-118.0850135,33.87103471
6771,-118.0941763,34.68968655
6773,-118.1111188,34.68937743
6788,-118.233426,34.66140878
6813,-118.3390271,33.99525118
6815,-118.0907488,34.57277947
6816,-118.0907488,34.57277945
6817,-118.0879816,34.57278901
6830,-118.4457238,33.9700067
6832,-118.3633241,33.9834985
6836,-118.1020133,33.97106862
6878,-118.208902,33.9314446
6894,-118.3651091,33.98664234
6944,-118.1129728,34.56142938
6950,-118.1048678,33.87327983
6973,-118.097767,34.69172235
7081,-118.0982079,33.83257948
7115,-118.2383876,33.95536183
7128,-118.0687856,34.00024603
7135,-118.0468883,33.87360951
7176,-117.9130485,33.95989344
7182,-118.5364694,34.38449774
7188,-118.009257,33.89844634
7190,-118.1481442,33.85425401
7244,-118.1935196,33.88903719
7248,-118.1364986,34.60170255
7277,-118.6295949,34.03711352
7297,-118.3614977,33.98702929
7355,-118.2289492,33.89706103
7361,-118.2289492,33.89706103
7363,-118.1330348,34.18025794
7364,-118.1523366,34.1924846
7365,-118.2811635,33.87148733
7379,-118.5225114,34.47123733
7387,-117.9959051,33.93029785
7401,-118.0971963,34.55177994
7402,-118.0878644,34.58937836
7431,-118.2413022,34.22523147
7439,-118.143017,33.84408501
7502,-118.5711857,34.18283826
7503,-117.8085856,34.02004403
7504,-118.5711857,34.18283826
7505,-118.0558232,34.10939274
7522,-117.8525324,34.00011528
7533,-118.7587469,34.15108928
7536,-118.7558206,34.15754175
7537,-117.8367875,34.03197109
7547,-118.5778507,34.42354906
7576,-118.0828059,33.87296116
7580,-118.3698256,33.94370221
7594,-118.0070243,34.57745687
7597,-118.0811293,34.08123125
7607,-117.9090087,33.97917476
7610,-118.1168282,34.56225654
7617,-118.0732642,33.86659121
7618,-118.1175548,33.8337568
7630,-118.247475,33.96262477
7652,-117.8706666,34.02244072
7693,-118.4223423,34.17586183
7694,-118.1513427,34.0404482
7703,-118.2660729,33.91648058
7713,-117.8118354,34.02182977
7716,-117.8799884,33.97935256
7746,-118.1053256,34.07022748
7767,-117.9576598,34.14006468
7782,-118.2990399,33.84238269
7820,-117.9066913,33.99562378
7829,-118.2282117,34.21716544
7876,-118.2215395,33.83042191
7902,-118.0832603,34.0733034
7915,-118.249,33.87518275
7919,-117.8286931,34.1117192
7921,-118.0644059,33.97450914
7939,-118.088822,33.85447412
7949,-117.9669577,34.03410666
7952,-117.9337332,34.02914606
7960,-118.2451711,33.89580587
7968,-118.1575278,34.01155354
8008,-117.9841645,34.05424321
8026,-117.9293762,34.03665447
8032,-117.9775986,34.00396088
8042,-118.1427036,34.1956174
8044,-118.1256457,33.89096653
8048,-118.0340886,33.87358107
8089,-117.9377356,34.03764915
8116,-118.0190313,34.03194288
8117,-117.8947735,34.01351291
8118,-117.9689919,33.99194311
8145,-117.8335305,34.07186849
8163,-118.2582621,33.84499102
8180,-117.9950412,33.89977928
8181,-118.5433571,34.38234059
8193,-118.0880348,34.06915338
8196,-118.2680649,33.81166688
8204,-118.5230098,34.34183046
8215,-118.3751732,34.0934221
8226,-118.12409,33.86579253
8235,-118.4263584,34.40574325
8239,-118.1563845,34.67543635
8293,-118.1027892,34.69915142
8301,-118.3097705,33.7814123
8311,-118.1021017,33.92251427
8317,-118.2992475,33.95392934
8334,-117.8303084,34.00302645
8339,-118.2198428,33.90764547
8369,-118.0666296,33.87757743
8385,-118.2044047,33.9181922
8391,-118.0381471,34.03493208
8393,-118.1766497,34.71934055
8399,-117.8315873,34.11007009
8400,-118.1022492,34.57341234
8403,-117.9948671,33.92280196
8444,-118.2957335,33.9695225
8457,-117.9341609,34.7161287
8488,-118.0706403,34.56562892
8495,-118.387783,34.07859852
8510,-118.1610994,33.85182238
8599,-118.1349237,33.90307717
8607,-118.2547425,33.96994138
8619,-118.3691916,34.09694225
8622,-117.9831173,34.02057178
8624,-117.9805464,33.99099483
8671,-118.0471325,33.91892273
8678,-118.3698256,33.94370221
8683,-117.9453436,33.99402084
8693,-118.0121179,33.90435357
8702,-118.1975738,34.46454336
8703,-118.6316764,34.7849949
8737,-118.1370021,33.8892644
8748,-117.8877328,34.02034285
8760,-118.3267503,33.75000909
8768,-118.2654782,33.88555964
8776,-118.1584496,34.70233143
8838,-118.0877946,34.0090768
8878,-118.1118808,34.58357179
8886,-117.8619353,33.97274338
8920,-117.9679584,34.13980625
8937,-118.0788263,34.07897876
8962,-117.9893867,34.05351406
8998,-117.8738182,34.03250869
9027,-118.2350531,33.88944011
9049,-117.9601246,34.00972955
9069,-118.0977679,34.57763848
9075,-117.9411083,33.99047181
9079,-117.8151623,34.06827988
9095,-118.0889386,33.99438614
9097,-118.523116,34.37805283
9101,-117.8836845,33.99651454
9160,-118.0714643,34.08375646
9163,-118.3067989,33.92053751
9206,-118.3507009,33.89322863
9291,-118.6415347,34.15599975
9296,-117.8042129,34.098663
9320,-117.9331502,34.03699204
9321,-117.9655343,33.9996526
9325,-118.1959687,33.91202045
9342,-118.3321933,33.90983253
9343,-118.3570747,33.94083675
9345,-117.8512551,34.01759077
9368,-118.054656,33.87093227
9394,-118.2476148,33.96947524
9420,-118.0842966,33.84779433
9447,-118.3498188,33.88075063
9473,-118.3094571,33.79794861
9476,-118.126549,34.56363899
9504,-117.9321957,34.04594113
9521,-118.2727157,33.81252461
9585,-118.050697,33.91694251
9607,-118.092956,34.56743508
9615,-118.0872065,34.12058888
9669,-118.1143419,34.68653494
9691,-118.0683439,33.8515449
9729,-118.0073355,33.91610684
9730,-118.1333643,34.67763632
9735,-118.0216371,34.03203604
9742,-118.1538646,34.69519569
9791,-118.1003755,33.90371923
9793,-118.3241447,34.68599889
9804,-118.079335,34.70309934
9824,-118.462672,34.41629742
9833,-118.0653055,34.09449778
9837,-118.1075025,33.87333036
9908,-118.0991174,33.92666645
9910,-118.0588055,34.11666537
9926,-118.1122163,34.68465867
9952,-118.6368335,34.47292943
9956,-118.1932079,33.88973282
9972,-117.8113072,34.11105725
10085,-118.2256814,33.85345022
10114,-118.0822259,33.86239433
10128,-118.2129228,33.91909021
10165,-118.1890664,34.01959015
10166,-118.134806,34.7031144
10223,-118.0980462,33.85790002
10226,-118.2924096,33.83136293
10228,-118.2059957,34.61820999
10254,-118.1327667,34.19252891
10261,-118.120846,34.69632483
10274,-118.0404283,34.56706382
10308,-118.0991198,34.55387573
10326,-118.1290111,33.88202288
10334,-118.0566333,34.1106712
10354,-117.9701286,34.03380272
10357,-118.6249306,34.49894061
10364,-118.2345971,33.89524538
10365,-118.7972719,34.02879852
10389,-118.1505147,33.87621457
10395,-118.2708104,33.81314911
10435,-118.1526832,34.01909506
10443,-118.1362183,34.1890751
10487,-118.0909503,34.05885213
10492,-118.1203704,34.58194927
10511,-118.3813845,33.77440724
10536,-118.0808037,34.01039856
10551,-118.2141157,33.89069123
10593,-118.6459142,34.15649396
10630,-118.1677529,34.01694113
10631,-118.4066219,33.76078768
10641,-117.9972479,34.12255703
10657,-118.0881273,34.05200512
10714,-118.1857738,34.20023164
10772,-118.3476922,33.93896847
10796,-117.8654335,34.01791626
10799,-118.1375856,33.8504663
10809,-117.964426,34.0327706
10824,-117.8253239,34.09543711
10842,-117.8400956,33.98593989
10855,-118.0712576,33.82568132
10861,-118.4025629,33.77519332
10868,-117.9458711,33.99724066
10872,-117.9218407,33.99069073
10887,-117.8333461,33.98272419
10914,-118.3440796,34.0906505
10929,-118.1568168,34.66119649
10972,-118.0952075,34.70080925
11009,-118.0481966,33.87163057
11016,-118.1112169,33.86494088
11063,-118.1437849,33.85990471
11065,-118.058346,34.10733586
11069,-118.0976143,34.70393688
11109,-117.9915657,33.98655478
11136,-118.3611547,33.98777091
11160,-117.9736786,34.02934274
11175,-118.2206172,33.87838968
11201,-118.3633119,33.77419467
11208,-118.2296421,34.05989262
11232,-117.8071532,34.01642828
11276,-118.0319323,34.09720372
11332,-117.8278888,33.98801222
11377,-117.8087995,34.10270663
11382,-118.204406,33.90618529
11386,-117.8715932,33.98589238
11390,-118.1374394,33.89960952
11411,-118.1009423,34.07136277
11480,-118.1195832,34.56276159
11485,-118.3843198,34.07877003
11486,-117.831822,33.98097162
11517,-118.4223423,34.17586183
11555,-118.2268587,34.21699776
11556,-118.1342073,34.18014695
11582,-118.2612673,33.81343179
11607,-118.0582495,33.9845761
11612,-117.9387644,34.01429819
11658,-117.9732077,34.02905681
11676,-118.5594414,34.43090839
11690,-118.0661684,33.88213339
11741,-118.0799488,33.83817485
11756,-117.9427024,34.03678626
11779,-118.0793832,33.90858904
11793,-117.8667473,33.99588656
11867,-118.6119774,34.14712418
11911,-118.1586597,34.67096627
11923,-118.1299398,34.57946587
11927,-118.0723748,33.84178779
11929,-118.0382861,34.55350274
11932,-118.0653267,33.88485053
11933,-118.3868958,34.07747374
11953,-118.1479874,33.89300331
11969,-118.2643162,33.87253473
11985,-118.2964166,33.94255527
11993,-117.9478706,33.98563455
12024,-118.2251295,34.23344753
12032,-118.4519519,33.97014725
12033,-118.3709617,34.08160713
12037,-118.3067989,33.92053751
12120,-118.0548804,34.10073459
12122,-117.9116433,33.98438012
12135,-118.7124312,34.74388214
12186,-118.1171349,34.18974078
12189,-118.0655565,33.98862461
12195,-118.2258459,33.89070081
12206,-118.1348159,33.90039957
12245,-118.29002,33.80901919
12254,-117.9624829,34.1411657
12258,-118.2955337,33.93565648
12271,-117.9974679,33.92879342
12282,-118.1394104,33.875819
12319,-118.1907892,33.98762826
12350,-118.5620985,34.41957492
12358,-118.0385505,34.17171929
12388,-118.8076521,34.14555702
12403,-118.1892532,33.8973493
12418,-118.289833,33.81264412
12450,-118.2338132,33.95729066
12451,-117.8309006,33.96558415
12453,-118.2339011,33.9579665
12463,-118.0733904,34.15065317
12467,-118.0594281,34.08045383
12478,-117.8164354,34.12575679
12487,-117.8628199,33.97302037
12515,-118.358157,33.98763615
12524,-118.151855,34.69714218
12559,-118.0722283,33.92245177
12569,-118.110502,34.66956408
12570,-117.9584543,34.02494153
12581,-118.2555806,33.95375723
12602,-118.1533412,34.02796377
12646,-118.0575388,33.97218808
12648,-118.0956217,34.71439357
12662,-117.898892,33.99537794
12663,-117.8988674,33.9953368
12665,-117.8667473,33.99588656
12680,-118.0565119,33.90565418
12686,-118.0406755,33.94344972
12699,-118.1135697,33.85714585
12727,-118.1559997,34.02425756
12732,-118.2525398,33.90958826
12823,-118.3573866,33.89555733
12848,-117.8862723,34.03028213
12863,-118.1097357,34.58240228
12881,-118.0686162,33.82499208
12947,-118.1507713,34.68667419
12963,-118.0983401,34.57179681
12970,-117.8406954,34.02805533
12986,-117.8385884,33.97301648
13023,-118.1399524,34.68935069
13025,-118.13025,33.86762256
13026,-118.1350269,34.69776178
13033,-118.0752098,34.08243275
13051,-118.0651384,34.15901911
13088,-118.3631273,33.77410584
13097,-118.1190704,33.88931799
13107,-117.9883689,33.98084844
13114,-118.2968991,33.80398759
13145,-118.2384398,33.85647457
13176,-117.8233511,33.99365596
13218,-118.071771,33.96700076
13262,-118.086275,33.87351395
13270,-118.063025,34.55060632
13271,-118.0445553,34.54481807
13307,-118.2125083,33.92877411
13310,-118.2429057,33.9731151
13315,-118.7948644,34.14312096
13353,-118.1735609,33.96424818
13366,-118.3511726,34.00166138
13429,-117.7348145,34.12433111
13537,-118.1756004,33.98620936
13571,-117.9738075,34.05651111
13597,-118.1715477,33.91335008
13617,-118.2036639,33.85915474
13653,-118.2717977,33.83633151
13683,-118.1335465,33.87510889
13690,-118.0940418,33.89170252
13705,-117.8564074,34.01839537
13719,-118.2707506,33.88928391
13732,-118.0422405,33.94100709
13738,-118.0440564,33.88397592
13751,-118.1514027,34.70093744
13794,-118.0870505,34.56491951
13802,-117.8269151,34.10487803
13806,-118.0374323,33.92284172
13831,-117.8372118,33.9881105
13860,-118.1112589,33.90626961
13863,-118.1036785,34.68434636
13895,-118.0494938,34.09737134
13913,-118.07614,34.57860515
13914,-118.2329076,33.88943439
13950,-118.147512,33.90267573
13975,-118.0466721,33.89878118
13982,-118.0252948,33.89971848
13997,-117.9642124,34.14157967
13998,-118.1559171,34.59448192
14017,-118.1333643,34.67763632
14031,-118.074371,33.82971871
14032,-118.0441802,33.93836689
14040,-117.8742334,34.03648517
14078,-117.904107,33.98458289
14096,-118.129904,33.8905278
14104,-118.1315016,33.8878806
14110,-118.1011979,34.17913774
14124,-118.0655244,33.84903015
14128,-118.1456444,33.87419825
14137,-118.2272923,34.2332154
14140,-118.2389852,33.9036665
14157,-118.4132935,34.42885863
14171,-118.0833782,34.04180904
14172,-118.0831776,34.0425864
14214,-118.6426544,34.15176165
14219,-118.1545508,34.69130933
14221,-117.9102179,33.99596866
14232,-118.1529384,34.7030735
14236,-118.0869987,33.83355324
14261,-118.0307204,34.56221954
14267,-118.1475306,34.59651499
14268,-118.2448167,33.85520526
14323,-118.4679923,34.41539154
14334,-118.3879473,34.08073416
14371,-118.0904594,33.90496281
14372,-117.8126751,34.11900812
14378,-118.5660202,34.4378081
14391,-118.0738654,33.90882851
14405,-118.1442729,34.69725877
14410,-118.2520037,33.88385938
14411,-118.2054033,33.92941659
14415,-118.1015735,33.96669696
14446,-117.8437253,34.10637044
14451,-118.2700578,33.90494657
14471,-118.084072,34.55013372
14472,-118.1226634,34.56258308
14483,-118.1797257,34.06070424
14515,-118.0795103,33.91111032
14520,-118.076246,34.01050608
14528,-118.1473681,34.01309886
14550,-117.7959697,34.03690459
14556,-118.0968009,34.70427343
14578,-118.2409783,33.91654227
14588,-118.1752034,33.98641508
14591,-118.5822016,34.38937405
14592,-118.1253337,33.88930635
14595,-118.1287821,33.86735039
14619,-118.0767941,33.85084462
14627,-118.8127851,34.14006708
14631,-118.4959316,34.15068926
14636,-118.1512306,33.88898917
14660,-118.3616166,34.0927242
14673,-118.2850527,33.84192796
14689,-117.8990192,33.99544901
14701,-118.3285151,33.89631445
14751,-118.3694462,34.08908388
14782,-117.9152465,34.01761446
14796,-118.489321,34.4507432
14801,-118.3556213,33.87316086
14803,-118.1156697,33.84678636
14804,-117.8081667,34.0140068
14805,-117.8774298,33.97378359
14817,-118.2655863,33.8881771
14818,-118.2411253,33.88120626
14823,-118.0723965,34.55631726
14858,-118.4726453,34.41480091
14906,-117.8330104,34.10402432
14915,-118.4619221,34.40375812
14917,-118.0490029,34.09393856
14931,-118.0562417,33.982975
14949,-118.0904937,33.8592466
14955,-118.1421926,33.85970173
14986,-118.1085512,33.87290886
15007,-118.3582275,33.98662156
15020,-118.3073255,33.73926126
15043,-117.8080153,34.11369519
15090,-118.3698256,33.94370221
15097,-118.3548309,34.09414083
15113,-118.0632244,33.90890145
15117,-117.8564301,34.63270676
15131,-118.0789267,33.87869911
15159,-118.3605286,33.98574081
15162,-118.1134674,34.66801211
15165,-118.1134674,34.66801211
15168,-118.1154488,34.6711208
15174,-118.2924096,33.83136293
15191,-118.1252682,33.87556233
15213,-118.3711271,33.92263665
15258,-117.9789147,34.01551473
15304,-118.1195975,33.88146394
15374,-118.0947082,34.68452363
15375,-118.1830315,34.66063243
15377,-118.186498,34.67122608
15414,-118.1821492,34.04572647
15446,-118.5616071,34.41042692
15465,-118.075092,33.83753549
15471,-118.1711814,33.88415872
15477,-118.3863774,34.08995727
15511,-117.915613,33.99016591
15512,-118.1200099,34.67804907
15525,-117.9409607,33.99536642
15546,-118.0401077,34.0540975
15560,-118.1049972,33.97070604
15568,-118.0644365,34.11093104
15570,-118.0069734,34.12661421
15594,-117.8145745,34.00412608
15597,-118.2196994,33.89607194
15600,-118.2839907,33.8406452
15606,-118.2186677,33.903946
15608,-118.0517421,34.55876725
15669,-117.9221814,33.98580224
15696,-118.1386296,34.1809577
15709,-118.1724153,33.90048171
15711,-118.0544974,33.90538158
15742,-118.1513501,33.8974758
15743,-118.5348604,34.44043842
15760,-118.5479909,34.36534255
15762,-118.1405013,33.87888205
15766,-118.3583545,34.09324157
15796,-118.0869082,34.08507109
15811,-118.2700489,34.03303059
15884,-118.0466104,33.85961633
15886,-118.1444947,33.84930788
15894,-118.1357977,34.57823865
15926,-118.0465178,34.00734699
16033,-118.5802065,34.44498494
16047,-118.1789247,34.680931
16051,-117.9269325,34.0094874
16056,-118.2955337,33.93565648
16061,-118.2678955,33.92031567
16063,-118.0819963,34.05098351
16124,-118.2219883,33.82783906
16153,-118.0472462,33.87437542
16190,-118.1094755,33.90605238
16199,-118.150884,33.9036324
16201,-118.2615589,33.81548275
16284,-118.1434349,33.86218682
16301,-118.0840139,33.86952519
16304,-118.0840139,33.86952519
16340,-117.8914949,34.01106382
16350,-118.3853269,34.07954355
16354,-118.1164445,33.85319758
16360,-118.0920112,33.96741181
16380,-117.9932649,33.91889381
16393,-118.1655147,34.69866044
16418,-118.2132186,33.908173
16439,-118.3843473,33.97858778
16443,-118.2357899,33.89377874
16449,-118.0821501,33.92684647
16450,-118.3713121,34.08776452
16459,-118.1877223,34.1849699
16495,-117.8204075,34.00052463
16504,-118.2641803,33.83207966
16506,-118.2538296,33.97827599
16525,-118.319256,33.78799515
16589,-117.9354205,34.04566048
16661,-118.2975281,33.94483383
16665,-117.9243112,33.98150761
16667,-118.1117876,34.57098356
16687,-118.083845,33.87097356
16737,-118.4029299,33.75881117
16744,-118.7030824,34.1419338
16748,-117.9494369,34.04383635
16758,-118.0732623,33.98595167
16762,-117.9017324,33.98927283
16770,-118.148902,34.59185924
16776,-118.4076864,33.76032466
16779,-118.2600113,33.84961119
